last_name, first_name,year,player_age,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,b_rbi,exit_velocity_avg,launch_angle_avg,
Chavis, Michael,2019,24,347,382,88,59,10,1,18,127,31,33.2,8.1,.254,58,88.7,11.4,
Diaz, Isan,2019,23,179,201,31,19,5,2,5,59,19,29.4,9.5,.173,23,88.6,18.6,
Flaherty, Jack,2019,24,54,66,10,7,3,0,0,17,2,25.8,3.0,.185,4,86.5,6.7,
Haseley, Adam,2019,23,222,242,59,40,14,0,5,60,14,24.8,5.8,.266,26,87.3,5,
Hilliard, Sam,2019,25,77,87,21,8,4,2,7,23,9,26.4,10.3,.273,13,90.8,8.4,
Hoskins, Rhys,2019,26,570,705,129,62,33,5,29,173,116,24.5,16.5,.226,85,89.8,23.9,
Luplow, Jordan,2019,26,225,261,62,31,15,1,15,61,33,23.4,12.6,.276,38,89.6,16.1,
Mullins, Cedric,2019,25,64,74,6,4,0,2,0,14,4,18.9,5.4,.094,4,84.2,14.9,
O'Hearn, Ryan,2019,26,328,370,64,36,13,1,14,99,39,26.8,10.5,.195,38,90.5,13,
Schwarber, Kyle,2019,26,529,610,132,62,29,3,38,156,70,25.6,11.5,.250,92,93.5,15.5,
Tucker, Cole,2019,23,147,159,31,16,10,3,2,40,10,25.2,6.3,.211,13,87.8,7.4,
Verdugo, Alex,2019,23,343,377,101,65,22,2,12,49,26,13.0,6.9,.294,44,89.4,8.8,
DeJong, Paul,2019,26,583,664,136,74,31,1,30,149,62,22.4,9.3,.233,78,87.1,18.2,
Laureano, Ramon,2019,25,434,481,125,72,29,0,24,123,27,25.6,5.6,.288,67,89.7,14.6,
Fuentes, Josh,2019,26,55,56,12,8,1,0,3,20,1,35.7,1.8,.218,7,84.5,7.4,
Moncada, Yoan,2019,24,511,559,161,97,34,5,25,154,40,27.5,7.2,.315,79,93.1,12.3,
Ohtani, Shohei,2019,25,384,425,110,67,20,5,18,110,33,25.9,7.8,.286,62,92.8,6.8,
Acuna Jr., Ronald,2019,22,626,715,175,110,22,2,41,188,76,26.3,10.6,.280,101,90.6,14.2,
Hoerner, Nico,2019,22,78,82,22,17,1,1,3,11,3,13.4,3.7,.282,17,85.6,3.9,
Riley, Austin,2019,22,274,297,62,32,11,1,18,108,16,36.4,5.4,.226,49,89.4,20.6,
Tucker, Kyle,2019,22,67,72,18,8,6,0,4,20,4,27.8,5.6,.269,11,92,16.3,
Grisham, Trent,2019,23,156,183,36,22,6,2,6,48,20,26.2,10.9,.231,24,87.6,16,
Rodgers, Brendan,2019,23,76,81,17,15,2,0,0,27,4,33.3,4.9,.224,7,86.9,7.2,
Lowe, Nate,2019,24,152,169,40,25,8,0,7,50,13,29.6,7.7,.263,19,91.3,13,
Happ, Ian,2019,25,140,156,37,18,7,1,11,39,15,25.0,9.6,.264,30,89.8,16,
France, Ty,2019,25,184,201,43,27,8,1,7,49,9,24.4,4.5,.234,24,88.9,15.1,
Lowe, Brandon,2019,25,296,327,80,44,17,2,17,113,25,34.6,7.6,.270,51,91.6,19.2,
Bader, Harrison,2019,25,347,406,71,42,14,3,12,117,46,28.8,11.3,.205,39,88.4,15.3,
Fletcher, David,2019,25,596,653,173,133,30,4,6,64,55,9.8,8.4,.290,49,83.8,9.7,
Kingery, Scott,2019,25,458,500,118,61,34,4,19,147,34,29.4,6.8,.258,55,88.4,17.8,
Allen, Austin,2019,25,65,71,14,10,4,0,0,21,6,29.6,8.5,.215,3,84.2,9.5,
Lucchesi, Joey,2019,26,48,54,3,3,0,0,0,36,1,66.7,1.9,.063,1,82,-4.3,
Moore, Dylan,2019,27,247,282,51,26,14,2,9,93,25,33.0,8.9,.206,28,88.4,19.2,
Garlick, Kyle,2019,27,48,53,12,5,4,0,3,19,5,35.8,9.4,.250,6,91.6,25,
Straw, Myles,2019,25,108,128,29,23,4,2,0,24,19,18.8,14.8,.269,7,84.7,9,
Wade Jr, LaMonte,2019,25,56,69,11,6,2,1,2,9,11,13.0,15.9,.196,5,88.7,11.6,
Brown, Seth,2019,27,75,83,22,12,8,2,0,23,7,27.7,8.4,.293,13,89,17.5,
Dini, Nick,2019,26,56,64,11,6,3,0,2,18,4,28.1,6.3,.196,6,89.7,24.3,
Walsh, Jared,2019,26,79,87,16,9,5,1,1,35,6,40.2,6.9,.203,5,91.3,14.1,
Tatis Jr., Fernando,2019,20,334,372,106,65,13,6,22,110,30,29.6,8.1,.317,53,90.4,6.7,
Guerrero Jr., Vladimir,2019,20,464,514,126,83,26,2,15,91,46,17.7,8.9,.272,69,89.4,6.7,
Soto, Juan,2019,21,542,659,153,82,32,5,34,132,108,20.0,16.4,.282,110,92,12.5,
Lux, Gavin,2019,22,75,82,18,11,4,1,2,24,7,29.3,8.5,.240,9,88.8,13.2,
Bichette, Bo,2019,21,196,212,61,32,18,0,11,50,14,23.6,6.6,.311,21,90,10.4,
Gurriel Jr., Lourdes,2019,26,314,343,87,46,19,2,20,86,20,25.1,5.8,.277,50,90.4,14.4,
Rogers, Jake,2019,24,112,128,14,7,3,0,4,51,13,39.8,10.2,.125,8,83,19.7,
Knizner, Andrew,2019,24,53,58,12,8,2,0,2,14,4,24.1,6.9,.226,7,88.1,7.3,
Reynolds, Bryan,2019,24,491,546,154,97,37,4,16,121,46,22.2,8.4,.314,68,89.5,9.5,
Rojas, Josh,2019,25,138,157,30,21,7,0,2,41,18,26.1,11.5,.217,16,89,10.3,
Murphy, Sean,2019,25,53,60,13,4,5,0,4,16,6,26.7,10.0,.245,8,90.7,7.3,
Senzel, Nick,2019,24,375,414,96,60,20,4,12,101,30,24.4,7.2,.256,42,87.8,11.3,
Edman, Tommy,2019,24,326,349,99,64,17,7,11,61,16,17.5,4.6,.304,36,87.4,14.2,
Solak, Nick,2019,24,116,135,34,22,6,1,5,29,15,21.5,11.1,.293,17,88.3,6.3,
Smith, Will,2019,24,170,196,43,19,9,0,15,52,18,26.5,9.2,.253,42,89.4,23.8,
Hiura, Keston,2019,23,314,348,95,51,23,2,19,107,25,30.7,7.2,.303,49,91.4,16,
Hays, Austin,2019,24,68,75,21,11,6,0,4,13,7,17.3,9.3,.309,13,91,11.5,
Lopez, Nicky,2019,24,379,402,91,65,22,2,2,51,18,12.7,4.5,.240,30,85.1,3.2,
Alvarez, Yordan,2019,22,313,369,98,45,26,0,27,94,52,25.5,14.1,.313,78,92.2,13.3,
Brosseau, Mike,2019,25,132,142,36,23,7,0,6,39,7,27.5,4.9,.273,16,86.5,14.3,
